desertionNo,filename,happenDt,happenPlace,kindCd,colorCd,age,weight,noticeNo,noticeSdt,noticeEdt,popfile,processState,sexCd,neuterYn,specialMark,careNm,careTel,careAddr,orgNm,chargeNm,officetel
427348202500113,http://www.animal.go.kr/files/shelter/2025/02/202503111403681[1]_s.jpg,2025-03-11,하빈면 달구벌대로12길 98-31,[개] 믹스견,흰색,2025(60일미만)(년생),4(Kg),대구-달성-2025-00080,2025-03-12,2025-03-24,http://www.animal.go.kr/files/shelter/2025/02/202503111403681[1].jpg,보호중,F,N,위생상태 불량,119동물병원,070-8028-1195,대구광역시 달성군 다사읍 달구벌대로 893 (다사읍) ,대구광역시 달성군,김건우,053-668-3863
427348202500112,http://www.animal.go.kr/files/shelter/2025/02/202503111103656_s.jpg,2025-03-11,다사읍 대실역북로2길 150,[개] 믹스견,검정색,2025(년생),2(Kg),대구-달성-2025-00079,2025-03-12,2025-03-24,http://www.animal.go.kr/files/shelter/2025/02/202503111103656.jpg,보호중,M,N,.,119동물병원,070-8028-1195,대구광역시 달성군 다사읍 달구벌대로 893 (다사읍) ,대구광역시 달성군,김건우,053-668-3863
427348202500111,http://www.animal.go.kr/files/shelter/2025/02/202503111103931[2]_s.jpg,2025-03-11,다사읍 대실역북로2길 150,[개] 푸들,갈색,2024(년생),2(Kg),대구-달성-2025-00078,2025-03-12,2025-03-24,http://www.animal.go.kr/files/shelter/2025/02/202503111103931[2].jpg,보호중,M,Y,예민하고 사람에 대한 경계가 있음,119동물병원,070-8028-1195,대구광역시 달성군 다사읍 달구벌대로 893 (다사읍) ,대구광역시 달성군,김건우,053-668-3863
426331202500018,http://www.animal.go.kr/files/shelter/2025/02/202503121103514_s.jpg,2025-03-11,석포 어린이공원,[개] 믹스견,흰색,2019(년생),7.6(Kg),부산-남구-2025-00018,2025-03-12,2025-03-24,http://www.animal.go.kr/files/shelter/2025/02/202503121103514.jpg,보호중,M,N,"털 오염, 순함",(사)동부동물보호협회,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동) ,부산광역시 남구,강민호,051-607-4481
426331202500017,http://www.animal.go.kr/files/shelter/2025/02/202503121103839[1]_s.jpg,2025-03-11,진남로 25번길 40,[개] 말티즈,흰색,2012(년생),4(Kg),부산-남구-2025-00017,2025-03-12,2025-03-24,http://www.animal.go.kr/files/shelter/2025/02/202503121103839[1].jpg,보호중,M,Y,"기저귀 착용, 주인 연락됨, 순함, 활발함",(사)동부동물보호협회,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동) ,부산광역시 남구,강민호,051-607-4481
411303202500046,http://www.animal.go.kr/files/shelter/2025/02/202503121203588_s.jpg,2025-03-11,서울 성동구 무학봉15길 21(무학초등학교),[개] 믹스견,갈색,2025(60일미만)(년생),5.58(Kg),서울-성동-2025-00014,2025-03-12,2025-03-24,http://www.animal.go.kr/files/shelter/2025/02/202503121203588.jpg,보호중,F,N,"사람 좋아함, 겁이 많음",펫365동물병원,02-2282-3653,서울특별시 성동구 독서당로 328 (금호동4가) ,서울특별시 성동구,,02-2286-6854
411302202500103,http://www.animal.go.kr/files/shelter/2025/02/202503121203363_s.jpg,2025-03-11,서빙고동 216,[개] 포메라니안,흰색,2020(년생),2.86(Kg),서울-용산-2025-00023,2025-03-12,2025-03-24,http://www.animal.go.kr/files/shelter/2025/02/202503121203363.jpg,보호중,F,N,잘 관리된 상태,열린동물병원,02-3273-0075,서울특별시 용산구 원효로2가 84-10,서울특별시 용산구,김희정,02-2199-8054
411302202500097,http://www.animal.go.kr/files/shelter/2025/02/20250312100302_s.jpg,2025-03-11,원효로 경의선숲길 부근,[개] 시바,황갈색,2022(년생),8(Kg),서울-용산-2025-00022,2025-03-12,2025-03-24,http://www.animal.go.kr/files/shelter/2025/02/20250312100302.jpg,보호중,M,Y,양호함.,남산동물병원,02-778-7582,서울특별시 용산구 후암로 51 (후암동) 1층,서울특별시 용산구,김희정,02-2199-8054
469569202500067,http://www.animal.go.kr/files/shelter/2025/02/202503112003492_s.jpg,2025-03-11,세종시 장군면 도계리 15,[개] 믹스견,흰색,2017(년생),14(Kg),세종-세종-2025-00067,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503112003492.jpeg,보호중,F,N,심장사상충 양성.,세종유기동물보호센터,010-4435-3720,세종특별자치시  전동면 미륵당1길 188 (전동면) ,세종특별자치시,김태평,044-300-7622
448567202500277,http://www.animal.go.kr/files/shelter/2025/02/202503111003709_s.jpg,2025-03-11,마산합포구 3·15대로 210 합포구청,[개] 포메라니안,붉고 엷은 황갈색,2018(년생),4(Kg),경남-창원1-2025-00143,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503111003709.jpg,종료(반환),F,N,내장칩있어요~보호자분 바로 오심.,창원유기동물보호소,055-225-5701,경상남도 창원시 성산구 공단로474번길 117 (상복동) 동물보호센터,경상남도 창원시 의창성산구,손상익,055-225-5701
448567202500276,http://www.animal.go.kr/files/shelter/2025/02/202503111003726_s.jpg,2025-03-11, 마산합포구 진전면 양촌리 725,[개] 믹스견,갈색&검정&흰색,2025(60일미만)(년생),3.2(Kg),경남-창원1-2025-00142,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503111003726.jpg,보호중,F,N,곰돌이처럼 생긴 너무 귀여운 공주님~실물이 엄청 귀여워요~많이보러와주세요~(공고중입양가능),창원유기동물보호소,055-225-5701,경상남도 창원시 성산구 공단로474번길 117 (상복동) 동물보호센터,경상남도 창원시 의창성산구,손상익,055-225-5701
448567202500275,http://www.animal.go.kr/files/shelter/2025/02/202503111003623[1]_s.jpg,2025-03-11, 마산합포구 진전면 양촌리 725,[개] 믹스견,검정&흰색,2025(60일미만)(년생),3.4(Kg),경남-창원1-2025-00141,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503111003623[1].jpg,보호중,F,N,꼬질해서 깨끗하게 목욕후~목욕도 잘하고 이쁜 공주님(공고중입양가능),창원유기동물보호소,055-225-5701,경상남도 창원시 성산구 공단로474번길 117 (상복동) 동물보호센터,경상남도 창원시 의창성산구,손상익,055-225-5701
448567202500274,http://www.animal.go.kr/files/shelter/2025/02/202503111003978[1]_s.jpg,2025-03-11, 마산합포구 진전면 양촌리 725,[개] 믹스견,검정&흰색,2025(60일미만)(년생),3.8(Kg),경남-창원1-2025-00140,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503111003978[1].jpg,보호중,M,N,흰양말신은 모색이 너무 이쁜아이~몇일후면 애교부리며 엄청 반겨줄껍니다~(공고중입양가능),창원유기동물보호소,055-225-5701,경상남도 창원시 성산구 공단로474번길 117 (상복동) 동물보호센터,경상남도 창원시 의창성산구,손상익,055-225-5701
448567202500273,http://www.animal.go.kr/files/shelter/2025/02/202503111003482_s.jpg,2025-03-11, 마산합포구 진전면 양촌리 725,[개] 믹스견,흰색,2025(60일미만)(년생),3.4(Kg),경남-창원1-2025-00139,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503111003482.jpg,보호중,M,N,꼬물꼬물 귀여운 애기~목욕후 첫 증명사진~꼭 입양가자~(공고중입양가능),창원유기동물보호소,055-225-5701,경상남도 창원시 성산구 공단로474번길 117 (상복동) 동물보호센터,경상남도 창원시 의창성산구,손상익,055-225-5701
448567202500272,http://www.animal.go.kr/files/shelter/2025/02/202503111003254_s.jpg,2025-03-11, 마산합포구 진전면 양촌리 725,[개] 믹스견,흰색,2025(60일미만)(년생),3.2(Kg),경남-창원1-2025-00138,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503111003254.jpg,보호중,M,N,깨끗하게 목욕후~사진은 처음이라 쭈뼛쭈뼛~실물이 상당히 귀엽습니다~(공고중입양가능),창원유기동물보호소,055-225-5701,경상남도 창원시 성산구 공단로474번길 117 (상복동) 동물보호센터,경상남도 창원시 의창성산구,손상익,055-225-5701
448543202500023,http://www.animal.go.kr/files/shelter/2025/02/202503111503748[1]_s.jpg,2025-03-11,이동면 복지회관 근처,[개] 믹스견,엷은 황갈색&흰색,2025(60일미만)(년생),2.2(Kg),경남-남해-2025-00022,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503111503748[1].jpg,보호중,M,N,순하고 사람 잘따름,남해군동물보호센터,055-860-3974,경상남도 남해군 이동면 남해대로 2449  동물보호센터,경상남도 남해군,전기석,055-860-3974
448543202500022,http://www.animal.go.kr/files/shelter/2025/02/202503111503368_s.jpg,2025-03-11,이동면 복지회관 근처,[개] 믹스견,흰색&황갈색,2025(60일미만)(년생),2.3(Kg),경남-남해-2025-00021,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503111503368.jpg,보호중,M,N,순하고 사람 잘따름,남해군동물보호센터,055-860-3974,경상남도 남해군 이동면 남해대로 2449  동물보호센터,경상남도 남해군,전기석,055-860-3974
448543202500021,http://www.animal.go.kr/files/shelter/2025/02/202503111503345_s.jpg,2025-03-11,이동면 복지회관 근처,[개] 믹스견,하얀바탕에 한가지색 또는 두가지색의 명확한 반점,2025(60일미만)(년생),2.5(Kg),경남-남해-2025-00020,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503111503345.jpg,보호중,M,N,순하고 착함,남해군동물보호센터,055-860-3974,경상남도 남해군 이동면 남해대로 2449  동물보호센터,경상남도 남해군,전기석,055-860-3974
448536202500193,http://www.animal.go.kr/files/shelter/2025/02/202503111303775_s.jpg,2025-03-11,신월리,[개] 믹스견,갈색,2025(60일미만)(년생),3(Kg),경남-밀양-2025-00192,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503111303775.jpg,보호중,M,N,"4마리 같이 구조 됨, 겁이 있지만 손 잘 타고 귀여움",밀양시 동물보호센터,070-4113-7288,경상남도 밀양시 삼랑진읍 천태로 472 (삼랑진읍) ,경상남도 밀양시,김민성,055-359-7184
448536202500192,http://www.animal.go.kr/files/shelter/2025/02/202503111303383_s.jpg,2025-03-11,신월리,[개] 믹스견,갈색,2025(60일미만)(년생),3(Kg),경남-밀양-2025-00191,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503111303383.jpg,보호중,F,N,"4마리 같이 구조 됨, 겁이 있지만 손 잘 타고 귀여움",밀양시 동물보호센터,070-4113-7288,경상남도 밀양시 삼랑진읍 천태로 472 (삼랑진읍) ,경상남도 밀양시,김민성,055-359-7184
448536202500191,http://www.animal.go.kr/files/shelter/2025/02/202503111303982_s.jpg,2025-03-11,신월리,[개] 믹스견,갈색,2025(60일미만)(년생),3(Kg),경남-밀양-2025-00190,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503111303982.jpg,보호중,F,N,"4마리 같이 구조 됨, 겁이 있지만 손 잘 타고 귀여움",밀양시 동물보호센터,070-4113-7288,경상남도 밀양시 삼랑진읍 천태로 472 (삼랑진읍) ,경상남도 밀양시,김민성,055-359-7184
448536202500190,http://www.animal.go.kr/files/shelter/2025/02/202503111303120_s.jpg,2025-03-11,신월리,[개] 믹스견,흰색,2025(60일미만)(년생),3(Kg),경남-밀양-2025-00189,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503111303120.jpg,보호중,F,N,"4마리 같이 구조 됨, 겁이 있지만 손 잘 타고 귀여움",밀양시 동물보호센터,070-4113-7288,경상남도 밀양시 삼랑진읍 천태로 472 (삼랑진읍) ,경상남도 밀양시,김민성,055-359-7184
448536202500189,http://www.animal.go.kr/files/shelter/2025/02/202503111303307_s.jpg,2025-03-11,외산리,[개] 믹스견,갈색,2025(60일미만)(년생),3(Kg),경남-밀양-2025-00188,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503111303307.jpg,보호중,F,N,"두마리 같이 구조 됨, 귀여움",밀양시 동물보호센터,070-4113-7288,경상남도 밀양시 삼랑진읍 천태로 472 (삼랑진읍) ,경상남도 밀양시,김민성,055-359-7184
448536202500188,http://www.animal.go.kr/files/shelter/2025/02/20250311130338_s.jpg,2025-03-11,외산리,[개] 믹스견,갈색,2025(60일미만)(년생),3(Kg),경남-밀양-2025-00187,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/20250311130338.jpg,보호중,F,N,"두마리 같이 구조 됨, 귀여움",밀양시 동물보호센터,070-4113-7288,경상남도 밀양시 삼랑진읍 천태로 472 (삼랑진읍) ,경상남도 밀양시,김민성,055-359-7184
448536202500187,http://www.animal.go.kr/files/shelter/2025/02/202503111103601_s.jpg,2025-03-11,상남로,[개] 믹스견,갈색,2025(60일미만)(년생),2(Kg),경남-밀양-2025-00186,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503111103601.jpg,보호중,M,N,"6마리 남매, 매우 순하고 귀여움, 유일하게 기생충으로 인해 약 먹으며 치료 중",밀양시 동물보호센터,070-4113-7288,경상남도 밀양시 삼랑진읍 천태로 472 (삼랑진읍) ,경상남도 밀양시,김민성,055-359-7184
448536202500186,http://www.animal.go.kr/files/shelter/2025/02/202503111103299_s.jpg,2025-03-11,상남로,[개] 믹스견,흰색,2025(60일미만)(년생),2(Kg),경남-밀양-2025-00185,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503111103299.jpg,보호중,F,N,"6마리 남매, 매우 순하고 귀여움",밀양시 동물보호센터,070-4113-7288,경상남도 밀양시 삼랑진읍 천태로 472 (삼랑진읍) ,경상남도 밀양시,김민성,055-359-7184
448536202500185,http://www.animal.go.kr/files/shelter/2025/02/20250311110373_s.jpg,2025-03-11,상남로,[개] 믹스견,흰색,2025(60일미만)(년생),2(Kg),경남-밀양-2025-00184,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/20250311110373.jpg,보호중,M,N,"6마리 남매, 매우 순하고 귀여움",밀양시 동물보호센터,070-4113-7288,경상남도 밀양시 삼랑진읍 천태로 472 (삼랑진읍) ,경상남도 밀양시,김민성,055-359-7184
448536202500184,http://www.animal.go.kr/files/shelter/2025/02/202503111103388_s.jpg,2025-03-11,상남로,[개] 믹스견,흰색,2025(60일미만)(년생),2(Kg),경남-밀양-2025-00183,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503111103388.jpg,보호중,M,N,"6마리 남매, 매우 순하고 귀여움",밀양시 동물보호센터,070-4113-7288,경상남도 밀양시 삼랑진읍 천태로 472 (삼랑진읍) ,경상남도 밀양시,김민성,055-359-7184
448536202500183,http://www.animal.go.kr/files/shelter/2025/02/202503111103841_s.jpg,2025-03-11,상남로,[개] 믹스견,갈색,2025(60일미만)(년생),2(Kg),경남-밀양-2025-00182,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503111103841.jpg,보호중,F,N,"6마리 남매, 매우 순하고 귀여움",밀양시 동물보호센터,070-4113-7288,경상남도 밀양시 삼랑진읍 천태로 472 (삼랑진읍) ,경상남도 밀양시,김민성,055-359-7184
448536202500182,http://www.animal.go.kr/files/shelter/2025/02/202503111103183_s.jpg,2025-03-11,상남로,[개] 믹스견,갈색,2025(60일미만)(년생),2(Kg),경남-밀양-2025-00181,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503111103183.jpg,보호중,M,N,"6마리 남매, 매우 순하고 귀여움",밀양시 동물보호센터,070-4113-7288,경상남도 밀양시 삼랑진읍 천태로 472 (삼랑진읍) ,경상남도 밀양시,김민성,055-359-7184
448534202500374,http://www.animal.go.kr/files/shelter/2025/02/202503111703179[1]_s.jpg,2025-03-11,곤명 파출소,[개] 믹스견,갈색,2025(년생),4(Kg),경남-사천-2025-00096,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503111703179[1].jpg,보호중,F,N,겁이 있지만 얼굴이 순둥이★ 아직은 적응중이라 그래요~,사천시 동물보호센터,055-831-3768,경상남도 사천시 용현면 진삼로 902  사천시유기동물보호소,경상남도 사천시,강환희,055-831-3768
448534202500373,http://www.animal.go.kr/files/shelter/2025/02/202503111703589[1]_s.jpg,2025-03-11,백천골 반야사,[개] 믹스견,흰색,2025(60일미만)(년생),1.5(Kg),경남-사천-2025-00095,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503111703589[1].jpg,보호중,F,N,내가 제일 귀여워~★ 아직은 조금 무섭다개~동배2마리와 입소 ,사천시 동물보호센터,055-831-3768,경상남도 사천시 용현면 진삼로 902  사천시유기동물보호소,경상남도 사천시,강환희,055-831-3768
448534202500372,http://www.animal.go.kr/files/shelter/2025/02/202503111703261_s.jpg,2025-03-11,백천골 반야사,[개] 믹스견,흰색,2025(60일미만)(년생),1.8(Kg),경남-사천-2025-00094,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503111703261.jpg,보호중,F,N,귀여운 외모★동배2마리와 입소☆,사천시 동물보호센터,055-831-3768,경상남도 사천시 용현면 진삼로 902  사천시유기동물보호소,경상남도 사천시,강환희,055-831-3768
